virus,virus_taxid,virus_family,virus_genus,zoonotic_llm,confidence,reasoning
human respiratory syncytial virus b,208895,Pneumoviridae,Orthopneumovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
ledantevirus ledantec,1978540,Rhabdoviridae,Ledantevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
lyssavirus ozernoe,642022,Rhabdoviridae,Lyssavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human circular dsdna virus associated with alcoholic cirrhosis,749224,,,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human coronavirus nl63,277944,Coronaviridae,Alphacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human group 1 coronavirus associated with pneumonia,270642,Coronaviridae,Alphacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
betacoronavirus england 1,1263720,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human betacoronavirus 2c emc/2012,1235996,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human betacoronavirus 2c england-qatar/2012,1298362,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human betacoronavirus 2c jordan-n3/2012,1306931,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human coronavirus hku1,290028,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human enteric coronavirus 4408,166124,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus bj01,228407,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus bj162,321147,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus bj182-12,511429,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus bj182-4,511430,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus bj182-8,511431,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus bj182a,511432,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus bj182b,511433,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus bj202,321149,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus cuhk-w1,228415,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus gdh-bjh01,388737,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus p2,627442,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus pumc02,253434,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus pumc03,253435,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus urbani,228330,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus whu,247149,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
sars coronavirus zj02,353145,Coronaviridae,Betacoronavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
coronavirus cya-betacov/2019,2749448,Coronaviridae,,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
coronavirus cyb-betacov/2019,2749449,Coronaviridae,,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
coronavirus cyc-betacov/2019,2749450,Coronaviridae,,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human t-lymphotropic virus 3,28332,Retroviridae,Deltaretrovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human t-lymphotropic virus 4,318279,Retroviridae,Deltaretrovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
dg-75 murine leukemia virus,114654,Retroviridae,Gammaretrovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
murine leukemia virus n417,933438,Retroviridae,Gammaretrovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
hiv-like human cancer virus,433832,Retroviridae,Lentivirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human immunodeficiency virus,12721,Retroviridae,Lentivirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human endogenous retrovirus,11827,Retroviridae,,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human endogenous retrovirus k,45617,Retroviridae,,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
eastern chimpanzee simian foamy virus,2170195,Retroviridae,Simiispumavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
guenon simian foamy virus,2170197,Retroviridae,Simiispumavirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human bocavirus 1,689403,Parvoviridae,Bocaparvovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human bocavirus 2a tu,1511880,Parvoviridae,Bocaparvovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
